date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:44:08	264154/264154	---MCZ	200	added ('OK')	text/css	date:Tue,%2001%20Nov%202022%2009:38:26%20GMT	https://grubwebservice.com/assets/css/style.css	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/css/style.css	(from https://grubwebservice.com/)
13:44:08	20304/20304	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:09%20GMT	https://grubwebservice.com/index	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/index-2.html	(from https://grubwebservice.com/)
13:44:09	65332/65332	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Sep%202022%2006:29:14%20GMT	https://grubwebservice.com/grubwebservice-logo.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/grubwebservice-logo.png	(from https://grubwebservice.com/)
13:44:09	12893/12893	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:10%20GMT	https://grubwebservice.com/services	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/services.html	(from https://grubwebservice.com/)
13:44:11	12937/12937	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:10%20GMT	https://grubwebservice.com/web-designing	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/web-designing.html	(from https://grubwebservice.com/)
13:44:11	12795/12795	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:12%20GMT	https://grubwebservice.com/search-engine-optimization	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/search-engine-optimization.html	(from https://grubwebservice.com/)
13:44:12	13221/13221	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:13%20GMT	https://grubwebservice.com/graphic-designing	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/graphic-designing.html	(from https://grubwebservice.com/)
13:44:13	11910/11910	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:12%20GMT	https://grubwebservice.com/social-media-marketing	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/social-media-marketing.html	(from https://grubwebservice.com/)
13:44:13	12955/12955	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:14%20GMT	https://grubwebservice.com/app-development	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/app-development.html	(from https://grubwebservice.com/)
13:44:14	13008/13008	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:14%20GMT	https://grubwebservice.com/website-maintenance	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/website-maintenance.html	(from https://grubwebservice.com/)
13:44:15	13168/13168	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:14%20GMT	https://grubwebservice.com/projects	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/projects.html	(from https://grubwebservice.com/)
13:44:16	9187/9187	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:16%20GMT	https://grubwebservice.com/blogs	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/blogs.html	(from https://grubwebservice.com/)
13:44:17	14463/14463	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:17%20GMT	https://grubwebservice.com/about-us	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/about-us.html	(from https://grubwebservice.com/)
13:44:18	4720/4720	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:18%20GMT	https://grubwebservice.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/cdn-cgi/l/email-protection.html	(from https://grubwebservice.com/)
13:44:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650aaa83-4d7%22	https://grubwebservice.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://grubwebservice.com/)
13:44:19	10628/10628	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2008:14:18%20GMT	https://grubwebservice.com/contact	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/contact.html	(from https://grubwebservice.com/)
13:44:19	556/556	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/img/hero/hero-shape-4.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/hero/hero-shape-4.png	(from https://grubwebservice.com/)
13:44:20	511/511	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/img/hero/hero-shape-4.1.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/hero/hero-shape-4.1.png	(from https://grubwebservice.com/)
13:44:23	17906/17906	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/img/service/service-5.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/service/service-5.png	(from https://grubwebservice.com/)
13:44:24	13013/13013	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/img/service/service-6.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/service/service-6.png	(from https://grubwebservice.com/)
13:44:25	12163/12163	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/img/service/service-7.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/service/service-7.png	(from https://grubwebservice.com/)
13:44:25	9225/9225	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Sep%202023%2008:14:26%20GMT	https://grubwebservice.com/social-media	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/social-media	(from https://grubwebservice.com/)
13:44:26	45956/45956	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Nov%202022%2020:39:36%20GMT	https://grubwebservice.com/assets/img/news/news-2.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/news/news-2.png	(from https://grubwebservice.com/)
13:44:27	11421/11421	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/img/creative/creative-circle-img.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/creative/creative-circle-img.png	(from https://grubwebservice.com/)
13:44:28	5553/5553	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/img/project/project-shape-2.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/project/project-shape-2.png	(from https://grubwebservice.com/)
13:44:28	65131/65131	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Nov%202022%2020:38:30%20GMT	https://grubwebservice.com/assets/img/hero/hero-5.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/hero/hero-5.png	(from https://grubwebservice.com/)
13:44:29	6874/6874	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/img/project/project-shape-3.png	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/project/project-shape-3.png	(from https://grubwebservice.com/)
13:44:33	146474/146474	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:26:32%20GMT	https://grubwebservice.com/assets/img/work/aksharamevents.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/aksharamevents.webp	(from https://grubwebservice.com/)
13:44:35	125890/125890	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:24:52%20GMT	https://grubwebservice.com/assets/img/work/graspex.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/graspex.webp	(from https://grubwebservice.com/)
13:44:38	98748/98748	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:28:12%20GMT	https://grubwebservice.com/assets/img/work/greenwatch.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/greenwatch.webp	(from https://grubwebservice.com/)
13:44:38	75092/75092	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:28:54%20GMT	https://grubwebservice.com/assets/img/work/grubhosting.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/grubhosting.webp	(from https://grubwebservice.com/)
13:44:41	131652/131652	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:30:18%20GMT	https://grubwebservice.com/assets/img/work/resettleworldwide.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/resettleworldwide.webp	(from https://grubwebservice.com/)
13:44:42	84240/84240	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:29:34%20GMT	https://grubwebservice.com/assets/img/work/knits&knots.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/knits&knots.webp	(from https://grubwebservice.com/)
13:44:42	230324/230324	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:34:46%20GMT	https://grubwebservice.com/assets/img/work/affinitysky.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/affinitysky.webp	(from https://grubwebservice.com/)
13:44:42	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/jquery.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/jquery.js	(from https://grubwebservice.com/)
13:44:45	211846/211846	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20Oct%202022%2020:27:06%20GMT	https://grubwebservice.com/assets/img/work/bollywoodbeta.webp	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/img/work/bollywoodbeta.webp	(from https://grubwebservice.com/)
13:44:49	8833/8833	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/waypoints.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/waypoints.js	(from https://grubwebservice.com/)
13:44:49	79693/79693	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/bootstrap.bundle.min.js	(from https://grubwebservice.com/)
13:44:53	141205/141205	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/swiper-bundle.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/swiper-bundle.js	(from https://grubwebservice.com/)
13:44:53	53180/53180	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/slick.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/slick.js	(from https://grubwebservice.com/)
13:44:54	20216/20216	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/magnific-popup.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/magnific-popup.js	(from https://grubwebservice.com/)
13:44:54	1067/1067	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/counterup.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/counterup.js	(from https://grubwebservice.com/)
13:44:55	8415/8415	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/wow.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/wow.js	(from https://grubwebservice.com/)
13:44:56	11264/11264	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/meanmenu.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/meanmenu.js	(from https://grubwebservice.com/)
13:44:56	35503/35503	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/isotope-pkgd.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/isotope-pkgd.js	(from https://grubwebservice.com/)
13:44:57	5594/5594	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/imagesloaded-pkgd.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/imagesloaded-pkgd.js	(from https://grubwebservice.com/)
13:44:57	527/527	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/charming.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/charming.js	(from https://grubwebservice.com/)
13:44:58	116365/116365	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/hover-reveal.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/hover-reveal.js	(from https://grubwebservice.com/)
13:44:59	115897/115897	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/tween-max.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/tween-max.js	(from https://grubwebservice.com/)
13:45:00	1202/1202	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2022:23:38%20GMT	https://grubwebservice.com/assets/js/ajax-form.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/ajax-form.js	(from https://grubwebservice.com/)
13:45:01	10987/10987	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2018:13:12%20GMT	https://grubwebservice.com/assets/js/main.js	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/js/main.js	(from https://grubwebservice.com/)
13:45:01	16372/16372	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/flaticon.ttf	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/flaticon.ttf	(from https://grubwebservice.com/assets/css/flaticon.css)
13:45:02	9480/9480	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/flaticon.woff	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/flaticon.woff	(from https://grubwebservice.com/assets/css/flaticon.css)
13:45:03	16540/16540	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/flaticon.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/flaticon.eot	(from https://grubwebservice.com/assets/css/flaticon.css)
13:45:04	165918/165918	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/flaticon.svg	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/flaticon.svg	(from https://grubwebservice.com/assets/css/flaticon.css)
13:45:05	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:07	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400-1.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400-1.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:07	76728/76728	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400.woff2	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:08	89988/89988	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400.woff	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:09	133988/133988	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400.ttf	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:11	747884/747884	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-brands-400.svg	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:11	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:12	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900-1.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900-1.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:13	182080/182080	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900.woff2	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:14	258976/258976	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900.woff	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:15	562672/562672	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900.ttf	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:16	2660033/2660033	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-duotone-900.svg	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:16	489274/489274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:17	489274/489274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300-1.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300-1.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:19	184204/184204	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300.woff2	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:19	245416/245416	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300.woff	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:20	488992/488992	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300.ttf	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:22	2444593/2444593	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-light-300.svg	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:22	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:23	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400-1.eot	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400-1.eot	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:24	168824/168824	---M--	200	added ('OK')	font/woff2	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400.woff2	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:25	224592/224592	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400.woff	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:26	449944/449944	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400.ttf	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
13:45:28	2182455/2182455	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Aug%202022%2022:23:36%20GMT	https://grubwebservice.com/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/new%20ajay/grubwebservice.com/assets/fonts/fa-regular-400.svg	(from https://grubwebservice.com/assets/css/font-awesome-pro.css)
